time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
2021/06/10/18:44:33.730002,234897,1623343473,763126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:33.782369,234898,1623343473,813126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:33.828892,234899,1623343473,863126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:33.892108,234900,1623343473,913126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:33.930140,234901,1623343473,963126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:33.992370,234902,1623343474,13126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.029133,234903,1623343474,63126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.090091,234904,1623343474,113126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.131016,234905,1623343474,163126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.193192,234906,1623343474,213126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.227378,234907,1623343474,263126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.304162,234908,1623343474,313126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.330473,234909,1623343474,363126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.393641,234910,1623343474,413126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.434243,234911,1623343474,463126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.493214,234912,1623343474,513126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.528138,234913,1623343474,563126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.591583,234914,1623343474,613126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.628927,234915,1623343474,663126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.692047,234916,1623343474,713126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.726733,234917,1623343474,763126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.794093,234918,1623343474,813126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.831621,234919,1623343474,863126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.892838,234920,1623343474,913126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.934852,234921,1623343474,963126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:34.993080,234922,1623343475,13126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.030116,234923,1623343475,63126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.091391,234924,1623343475,113126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.130266,234925,1623343475,163126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.194813,234926,1623343475,213126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.227294,234927,1623343475,263126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.294167,234928,1623343475,313126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.328004,234929,1623343475,363126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.392988,234930,1623343475,413126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.427246,234931,1623343475,463126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.490028,234932,1623343475,513126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.538054,234933,1623343475,563126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.592888,234934,1623343475,613126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.634036,234935,1623343475,663126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.692588,234936,1623343475,713126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.727895,234937,1623343475,763126905,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.797291,234938,1623343475,813482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.829112,234939,1623343475,863482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.893160,234940,1623343475,913482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.927043,234941,1623343475,963482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:35.993474,234942,1623343476,13482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.027558,234943,1623343476,63482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.093066,234944,1623343476,113482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.130191,234945,1623343476,163482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.193448,234946,1623343476,213482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.227319,234947,1623343476,263482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.294122,234948,1623343476,313482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.329284,234949,1623343476,363482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.394819,234950,1623343476,413482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.426004,234951,1623343476,463482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.493913,234952,1623343476,513482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.529416,234953,1623343476,563482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.592889,234954,1623343476,613482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.629969,234955,1623343476,663482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.692973,234956,1623343476,713482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.728148,234957,1623343476,763482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.795518,234958,1623343476,813482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.828880,234959,1623343476,863482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.892290,234960,1623343476,913482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.926511,234961,1623343476,963482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:36.991971,234962,1623343477,13482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.027206,234963,1623343477,63482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.095557,234964,1623343477,113482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.130816,234965,1623343477,163482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.192533,234966,1623343477,213482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.227220,234967,1623343477,263482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.295939,234968,1623343477,313482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.327650,234969,1623343477,363482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.393083,234970,1623343477,413482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.426350,234971,1623343477,463482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.492876,234972,1623343477,513482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.527525,234973,1623343477,563482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.593413,234974,1623343477,613482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.629298,234975,1623343477,663482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.693164,234976,1623343477,713482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.726747,234977,1623343477,763482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.794473,234978,1623343477,813482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.827641,234979,1623343477,863482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.891276,234980,1623343477,913482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.926300,234981,1623343477,963482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
2021/06/10/18:44:37.991628,234982,1623343478,13482885,base_link,"['wheel_FL_joint', 'wheel_RL_joint', 'wheel_FR_joint', 'wheel_RR_joint']","(347.3276672363281, 343.5365905761719, 314.2808532714844, 308.88751220703125)","(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)"
