time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.pose.position.x,.pose.position.y,.pose.position.z,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w
2021/06/10/18:44:21.194732,87,1623343460,755588011,world,-0.0919231623411,0.00168215855956,0.231573820114,0.00110131409019,0.00742690684274,-0.00481276679784,-0.999960303307
2021/06/10/18:44:21.196876,88,1623343460,775753261,world,-0.0919408649206,0.00163907185197,0.231587275863,0.00120890408289,0.00742067443207,-0.00466215284541,-0.999960839748
2021/06/10/18:44:21.196987,89,1623343460,795663636,world,-0.091942474246,0.00163679942489,0.231583803892,0.00119385647122,0.00737527292222,-0.00465876050293,-0.999961256981
2021/06/10/18:44:21.197153,90,1623343460,815467636,world,-0.0919510126114,0.00163324177265,0.231591537595,0.0012246548431,0.00739711942151,-0.00463792821392,-0.999961197376
2021/06/10/18:44:21.197909,91,1623343460,835539261,world,-0.0919436961412,0.00164848193526,0.23157222569,0.00118086265866,0.00741522712633,-0.00466233072802,-0.999960958958
2021/06/10/18:44:21.198156,92,1623343460,856061011,world,-0.0919388607144,0.00164670497179,0.231586501002,0.00116428418551,0.00740413088351,-0.0046946965158,-0.999960899353
2021/06/10/18:44:21.202266,93,1623343460,875558553,world,-0.0919390022755,0.0016460865736,0.231586277485,0.00120312580839,0.00741402013227,-0.00465410528705,-0.999960958958
2021/06/10/18:44:21.202376,94,1623343460,895591470,world,-0.0919409543276,0.00164275988936,0.231580346823,0.00120690313634,0.00739849032834,-0.0046421228908,-0.999961137772
2021/06/10/18:44:21.207399,95,1623343460,915495636,world,-0.0919488817453,0.00163944065571,0.231576815248,0.00118979555555,0.00733468588442,-0.00465973513201,-0.999961555004
2021/06/10/18:44:21.210695,96,1623343460,935568845,world,-0.0919447913766,0.0016360655427,0.231581643224,0.00122373073827,0.00739637343213,-0.0046197026968,-0.999961256981
2021/06/10/18:44:21.210774,97,1623343460,955647011,world,-0.0919189155102,0.00168381631374,0.231583893299,0.00115262088366,0.00743411295116,-0.00480778282508,-0.999960184097
2021/06/10/18:44:21.211681,98,1623343460,975561053,world,-0.0919505655766,0.00164188817143,0.231580808759,0.00122562760953,0.00741495238617,-0.00462277466431,-0.999961078167
2021/06/10/18:44:21.211923,99,1623343460,995587886,world,-0.0919465720654,0.00163798779249,0.231587648392,0.00121662649326,0.00739828916267,-0.00464250287041,-0.999961137772
2021/06/10/18:44:21.212329,100,1623343461,15468178,world,-0.0919446796179,0.00164570659399,0.23158583045,0.00118681194726,0.00738646555692,-0.00467402068898,-0.999961078167
2021/06/10/18:44:21.213167,101,1623343461,35448470,world,-0.0919508188963,0.00163793191314,0.231573194265,0.00120954785962,0.00737093528733,-0.00464563118294,-0.99996137619
2021/06/10/18:44:21.213983,102,1623343461,55540220,world,-0.0919889658689,0.00156859308481,0.231583371758,0.00136692798696,0.00729163875803,-0.00460479781032,-0.999961972237
2021/06/10/18:44:21.218099,103,1623343461,75975678,world,-0.0919421762228,0.00164668262005,0.231580942869,0.00116980529856,0.00740937609226,-0.00468711880967,-0.999960899353
2021/06/10/18:44:21.219380,104,1623343461,96631261,world,-0.0919518470764,0.00163577497005,0.231578171253,0.00121959927492,0.00736092962325,-0.00467626238242,-0.999961256981
2021/06/10/18:44:21.223436,105,1623343461,115553470,world,-0.0919594019651,0.00163504853845,0.231576025486,0.00121508049779,0.00740138906986,-0.00464015593752,-0.999961137772
