time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2021/06/10/18:45:05.543730,0.114158328618,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:05.595529,0.113244864364,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:05.670386,0.111907927883,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:05.712450,0.110773840621,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:05.768542,0.109787161921,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:05.829214,0.106004140468,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:05.891107,0.107562874472,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:05.962564,0.106282202414,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.012793,0.105112620271,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.069794,0.103981503635,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.122456,0.102823191116,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.172190,0.0989773160318,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:06.219551,0.0982082608826,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:06.266777,0.0971641227847,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.322618,0.096213692739,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:06.376801,0.0955602053774,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.430277,0.0968418529469,0.0,0.0,0.0,0.0,-0.157627118644
2021/06/10/18:45:06.528916,0.0934202118827,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.635708,0.0917372562192,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.687676,0.0898050321315,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.800923,0.0889774363071,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.896510,0.0868523986538,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:06.998203,0.084984290478,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.043347,0.0834217702541,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.089839,0.0825226355412,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.193559,0.0818720379493,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.240044,0.0817602371004,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.292142,0.0795425643856,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.332355,0.0767952376367,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:07.380077,0.0759836013137,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:07.433231,0.075138362806,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:07.478514,0.0766164596854,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.594495,0.0759215641712,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.697925,0.0743121611733,0.0,0.0,0.0,0.0,-0.147457627119
2021/06/10/18:45:07.759915,0.0707645292914,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:07.814736,0.0719121076003,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:07.865824,0.0692759361227,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:07.918189,0.0687309121341,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:07.958081,0.0678797008683,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.008365,0.0673305600693,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.052932,0.0666027387175,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.107345,0.0661530228713,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.157648,0.0656887843803,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.203868,0.0652675492366,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.253979,0.0664070321748,0.0,0.0,0.0,0.0,-0.137288135593
2021/06/10/18:45:08.350949,0.0641369296147,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.402914,0.0631587813154,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.434985,0.0628283283295,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.528396,0.0622346198448,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.622370,0.0612832432628,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.729392,0.0603706566862,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.768109,0.0591807080818,0.0,0.0,0.0,0.0,-0.127118644068
2021/06/10/18:45:08.889931,0.0569997277621,0.0,0.0,0.0,0.0,-0.116949152542
2021/06/10/18:45:08.987264,0.0562635211915,0.0,0.0,0.0,0.0,-0.106779661017
2021/06/10/18:45:08.987343,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:09.037294,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:13.784656,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:14.110467,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.240387,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.364954,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.506302,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.550784,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.604536,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.671020,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.720737,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.776596,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.839992,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.905652,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:14.960077,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.031178,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.082246,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:15.139493,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.208812,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.265223,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.396808,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.527152,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.656941,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.784521,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.913586,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:15.990710,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.051209,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.105762,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.229625,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.358588,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.410272,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.466491,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.527708,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.587094,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.641979,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.782391,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:16.904203,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.029602,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.086617,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.141473,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:17.195112,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.336139,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.462236,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.587785,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.712123,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.840011,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:17.973760,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:18.108349,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:18.176643,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:18.324054,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:18.465371,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:18.610537,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:18.756063,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:18.814584,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:18.934361,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.078499,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.231726,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.275098,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.335088,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.426797,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.484686,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.608499,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.733305,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.862093,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.918880,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:19.974718,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.034036,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.091532,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.148394,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.232004,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.296582,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.355209,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:20.421620,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:20.482557,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:20.547167,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:20.611655,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:20.679384,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.803754,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:20.930002,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:21.056138,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.129263,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.189955,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.245155,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.316053,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:21.440753,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.565254,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.692488,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.824127,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:21.951647,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.009911,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.059241,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:22.113554,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:22.164518,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:22.214394,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:22.269856,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.325162,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.388039,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.449591,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.506832,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:22.630919,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:22.686769,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:22.745295,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.806884,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.866098,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.911011,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:22.962753,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:23.021961,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:23.087515,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:23.154082,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:23.213173,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.283057,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.338150,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.396767,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.451170,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.575933,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.703804,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.826504,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.884179,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.927967,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:23.991090,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.119628,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.185619,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.242593,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.305022,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.367522,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.429791,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.488201,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:24.558625,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:24.616588,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:24.681925,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:24.738609,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:24.795053,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.880938,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:24.970181,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:25.041076,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:25.121055,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:25.174819,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.246318,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.366992,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.491195,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.617296,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.678179,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.737417,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.796443,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:25.922580,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.046639,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.172794,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.239575,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.302799,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.365150,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.424714,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.482613,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.537234,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:26.594936,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.648024,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.706770,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.771841,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.864205,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:26.926720,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:26.989017,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:27.046424,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:27.103556,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:27.166366,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:27.304625,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:27.452991,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.507214,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.566311,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.629220,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.685267,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.741259,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.792683,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.847650,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.903755,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:27.968177,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.027126,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:28.093599,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:28.233604,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:28.377580,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:28.431542,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.489465,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.546553,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.601566,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.662640,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.720299,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.786575,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.851953,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:28.910609,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:28.964927,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.019294,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.072280,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.128107,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.181500,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.238548,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.298359,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.450221,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.583829,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:29.709095,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.769438,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.821876,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.873253,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.926906,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:29.983509,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.117464,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.244551,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.298377,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.352708,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.405929,0.00384615384615,0.0,0.0,0.0,0.0,-0.0559322033898
2021/06/10/18:45:30.464475,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.522182,0.00384615384615,0.0,0.0,0.0,0.0,-0.3
2021/06/10/18:45:30.574416,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.627266,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.689529,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.753034,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.818911,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.885290,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:30.938389,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.003370,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.055764,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.179562,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.235012,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.290535,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.422594,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.547948,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.673287,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.724177,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.778867,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.841465,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:31.910297,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.040421,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:32.166440,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.291888,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.343063,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.393016,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.448723,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.503259,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.555420,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.614549,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.686145,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.748852,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.807494,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.861611,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.921997,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:32.976311,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.032047,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.163047,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:33.218326,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.344283,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.469776,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.520217,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.586974,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.642583,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.698518,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.752436,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.808758,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.859857,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.915850,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:33.975350,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.036714,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.093029,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.152773,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.213248,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.271649,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.326421,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.388298,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.457369,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.517426,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.573570,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.639033,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.697518,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.763609,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.825228,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:34.950880,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.086408,0.0,0.0,0.0,0.0,0.0,0.289830508475
