time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2021/06/10/18:45:35.139703,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.193079,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.250430,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.305405,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.358595,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.414682,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.475629,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.530818,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.591330,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.650379,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.725587,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.779077,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.830625,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.885177,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:35.943440,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:35.996112,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.054265,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.116086,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.171732,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.237167,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.295762,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:36.419693,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:36.483895,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:36.531097,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:36.585970,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:36.646754,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:36.705194,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.829999,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:36.952316,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:37.007410,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:37.127991,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:37.180726,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:37.232760,0.0,0.0,0.0,0.0,0.0,0.3
2021/06/10/18:45:37.290201,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:37.349414,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:37.408545,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:37.465509,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:37.542282,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:37.612659,0.0,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:37.703333,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:37.769966,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:37.823968,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:37.894386,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:37.948148,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:38.004308,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:38.066016,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:38.115733,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:38.253266,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:38.392688,0.00769230769231,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:38.546490,0.0115384615385,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:38.684076,0.00769230769231,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:38.758752,0.00769230769231,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:38.816254,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:38.873984,0.0,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:38.933353,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:38.991287,0.0,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:39.049272,0.0,0.0,0.0,0.0,0.0,0.249152542373
2021/06/10/18:45:39.114507,0.0,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:39.160462,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:39.219469,0.0,0.0,0.0,0.0,0.0,0.259322033898
2021/06/10/18:45:39.281380,0.0,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:39.347101,0.0,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:39.411668,0.0,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:39.536281,0.0,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:39.672311,0.0,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:39.723295,0.0,0.0,0.0,0.0,0.0,0.218644067797
2021/06/10/18:45:39.782714,0.0,0.0,0.0,0.0,0.0,0.218644067797
2021/06/10/18:45:39.843469,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:39.893581,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:39.952111,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:40.015785,0.0,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:40.076689,0.0,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:40.134941,0.0,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:40.257379,0.0,0.0,0.0,0.0,0.0,0.18813559322
2021/06/10/18:45:40.378268,0.0,0.0,0.0,0.0,0.0,0.18813559322
2021/06/10/18:45:40.433639,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:40.488213,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:40.538976,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:40.598086,0.0,0.0,0.0,0.0,0.0,0.198305084746
2021/06/10/18:45:40.650587,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:40.717970,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:40.785094,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:40.858364,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:40.907812,0.0,0.0,0.0,0.0,0.0,0.18813559322
2021/06/10/18:45:41.045644,0.0,0.0,0.0,0.0,0.0,0.167796610169
2021/06/10/18:45:41.186440,0.0,0.0,0.0,0.0,0.0,0.167796610169
2021/06/10/18:45:41.240975,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:41.384476,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:41.442483,0.0,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:41.569547,0.0461538461538,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:41.620082,0.0461538461538,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:41.743159,0.0461538461538,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:41.863622,0.0192307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:41.985521,0.0423076923077,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:42.036322,0.0423076923077,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:42.157271,0.0384615384615,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.218546,0.0384615384615,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.284853,0.0384615384615,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:42.353057,0.146153846154,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.405937,0.146153846154,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.541621,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.658062,0.0884615384615,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.797823,0.134615384615,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:42.943558,0.130769230769,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:43.080811,0.126923076923,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:43.218441,0.15,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:43.290519,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:43.366135,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:43.410642,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:43.475379,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:43.544912,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:43.686499,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:43.818626,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:43.818666,0.0,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:43.957911,0.138461538462,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.314400,0.146153846154,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:44.373546,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.429469,0.142307692308,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:44.493069,0.15,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.542957,0.15,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:44.602518,0.15,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:44.653490,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:44.704369,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:44.757365,0.146153846154,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.812382,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.866871,0.142307692308,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:44.926792,0.138461538462,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:44.988150,0.15,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:45.052046,0.15,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:45.111738,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:45.181585,0.146153846154,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:45.247599,0.142307692308,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:45.315636,0.142307692308,0.0,0.0,0.0,0.0,0.279661016949
2021/06/10/18:45:45.451107,0.15,0.0,0.0,0.0,0.0,0.289830508475
2021/06/10/18:45:45.586804,0.15,0.0,0.0,0.0,0.0,0.249152542373
2021/06/10/18:45:45.725465,0.146153846154,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:45.861541,0.142307692308,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:45.997328,0.15,0.0,0.0,0.0,0.0,0.249152542373
2021/06/10/18:45:46.057507,0.146153846154,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:46.105526,0.142307692308,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:46.166252,0.142307692308,0.0,0.0,0.0,0.0,0.238983050847
2021/06/10/18:45:46.231938,0.15,0.0,0.0,0.0,0.0,0.269491525424
2021/06/10/18:45:46.308074,0.15,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:46.423648,0.15,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:46.548144,0.146153846154,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:46.675208,0.142307692308,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:46.730149,0.15,0.0,0.0,0.0,0.0,0.218644067797
2021/06/10/18:45:46.795912,0.15,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:46.853926,0.146153846154,0.0,0.0,0.0,0.0,0.228813559322
2021/06/10/18:45:46.969594,0.146153846154,0.0,0.0,0.0,0.0,0.208474576271
2021/06/10/18:45:47.091268,0.142307692308,0.0,0.0,0.0,0.0,0.218644067797
2021/06/10/18:45:47.230709,0.15,0.0,0.0,0.0,0.0,0.18813559322
2021/06/10/18:45:47.341267,0.146153846154,0.0,0.0,0.0,0.0,0.177966101695
2021/06/10/18:45:47.455721,0.146153846154,0.0,0.0,0.0,0.0,0.167796610169
2021/06/10/18:45:47.584403,0.146153846154,0.0,0.0,0.0,0.0,0.167796610169
2021/06/10/18:45:47.723677,0.15,0.0,0.0,0.0,0.0,0.157627118644
2021/06/10/18:45:47.845531,0.146153846154,0.0,0.0,0.0,0.0,0.137288135593
2021/06/10/18:45:47.931045,0.142307692308,0.0,0.0,0.0,0.0,0.137288135593
2021/06/10/18:45:48.029217,0.15,0.0,0.0,0.0,0.0,0.137288135593
2021/06/10/18:45:48.119804,0.15,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:48.186632,0.146153846154,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:48.245114,0.146153846154,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:48.374373,0.142307692308,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:48.502298,0.15,0.0,0.0,0.0,0.0,0.0966101694915
2021/06/10/18:45:48.621127,0.146153846154,0.0,0.0,0.0,0.0,0.0966101694915
2021/06/10/18:45:48.681092,0.146153846154,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:48.745145,0.142307692308,0.0,0.0,0.0,0.0,0.0864406779661
2021/06/10/18:45:48.793963,0.15,0.0,0.0,0.0,0.0,0.0966101694915
2021/06/10/18:45:48.860730,0.15,0.0,0.0,0.0,0.0,0.0864406779661
2021/06/10/18:45:48.977182,0.146153846154,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:49.108122,0.146153846154,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:49.229525,0.15,0.0,0.0,0.0,0.0,0.106779661017
2021/06/10/18:45:49.287849,0.15,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:49.354639,0.15,0.0,0.0,0.0,0.0,0.0559322033898
2021/06/10/18:45:49.414183,0.146153846154,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:49.472711,0.146153846154,0.0,0.0,0.0,0.0,0.0457627118644
2021/06/10/18:45:49.529655,0.142307692308,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:49.615863,0.15,0.0,0.0,0.0,0.0,0.0864406779661
2021/06/10/18:45:49.675756,0.15,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:49.742054,0.15,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:49.794245,0.146153846154,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:49.885261,0.146153846154,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:49.945857,0.15,0.0,0.0,0.0,0.0,0.0966101694915
2021/06/10/18:45:50.003416,0.15,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:50.065833,0.15,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:50.150390,0.15,0.0,0.0,0.0,0.0,0.0457627118644
2021/06/10/18:45:50.268608,0.146153846154,0.0,0.0,0.0,0.0,0.0559322033898
2021/06/10/18:45:50.385309,0.146153846154,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:50.523769,0.15,0.0,0.0,0.0,0.0,0.0559322033898
2021/06/10/18:45:50.640227,0.146153846154,0.0,0.0,0.0,0.0,0.0661016949153
2021/06/10/18:45:50.765903,0.142307692308,0.0,0.0,0.0,0.0,0.0762711864407
2021/06/10/18:45:50.890339,0.146153846154,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:51.013540,0.15,0.0,0.0,0.0,0.0,0.0559322033898
2021/06/10/18:45:51.149197,0.15,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:51.267520,0.146153846154,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:51.386989,0.142307692308,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:51.507723,0.15,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:51.628430,0.146153846154,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:51.754467,0.146153846154,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:51.876319,0.142307692308,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:52.008234,0.15,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:52.085230,0.146153846154,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:52.185939,0.142307692308,0.0,0.0,0.0,0.0,0.035593220339
2021/06/10/18:45:52.252478,0.138461538462,0.0,0.0,0.0,0.0,0.0457627118644
2021/06/10/18:45:52.318373,0.15,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:52.383799,0.15,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:52.447075,0.146153846154,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:52.515354,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:52.570879,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:52.627049,0.142307692308,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:52.684693,0.15,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:52.741564,0.15,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:52.802108,0.146153846154,0.0,0.0,0.0,0.0,0.0254237288136
2021/06/10/18:45:52.863557,0.146153846154,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:52.996568,0.146153846154,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:53.134297,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:53.260155,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:53.386698,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:53.511811,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:53.638715,0.15,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:53.690482,0.146153846154,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:53.755347,0.146153846154,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:53.803038,0.142307692308,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:53.944608,0.142307692308,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:54.097990,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:54.221622,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:54.361318,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:54.497820,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:54.636872,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:54.780571,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:54.917349,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:55.059361,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:55.195838,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:55.332719,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:55.474171,0.138461538462,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:55.609885,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:55.748014,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:55.807199,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:55.868282,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:55.931238,0.146153846154,0.0,0.0,0.0,0.0,-0.00508474576271
2021/06/10/18:45:55.994483,0.15,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:56.074602,0.15,0.0,0.0,0.0,0.0,-0.0457627118644
2021/06/10/18:45:56.168479,0.146153846154,0.0,0.0,0.0,0.0,-0.0457627118644
2021/06/10/18:45:56.292289,0.142307692308,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:56.415752,0.15,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:56.543862,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:56.671204,0.15,0.0,0.0,0.0,0.0,-0.00508474576271
2021/06/10/18:45:56.732055,0.146153846154,0.0,0.0,0.0,0.0,-0.00508474576271
2021/06/10/18:45:56.796002,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:56.850955,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:56.909517,0.142307692308,0.0,0.0,0.0,0.0,-0.00508474576271
2021/06/10/18:45:56.964557,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:57.026859,0.138461538462,0.0,0.0,0.0,0.0,-0.00508474576271
2021/06/10/18:45:57.078595,0.138461538462,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:57.134297,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:57.217191,0.15,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:57.310026,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:57.357294,0.146153846154,0.0,0.0,0.0,0.0,-0.0457627118644
2021/06/10/18:45:57.416991,0.142307692308,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:57.476280,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:57.537638,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:57.597895,0.15,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:45:57.656873,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:57.725621,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:57.784594,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:57.843930,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:57.901622,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:57.965026,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:58.024825,0.142307692308,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:58.150660,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.207844,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.267012,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.354958,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.444313,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.498263,0.138461538462,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:58.552119,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:58.608505,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:58.670533,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:58.734153,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:58.828893,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:58.924323,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:59.048676,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:59.182319,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:59.257036,0.15,0.0,0.0,0.0,0.0,0.0152542372881
2021/06/10/18:45:59.370022,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:59.437656,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:59.503823,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:45:59.565198,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:45:59.630675,0.146153846154,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:45:59.762160,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:45:59.890443,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:00.013369,0.15,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:46:00.131321,0.146153846154,0.0,0.0,0.0,0.0,-0.0457627118644
2021/06/10/18:46:00.184264,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:46:00.245918,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:46:00.297097,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:46:00.439516,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:46:00.577518,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:00.631969,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:00.686642,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:00.747921,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:00.868559,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:46:00.983107,0.15,0.0,0.0,0.0,0.0,-0.035593220339
2021/06/10/18:46:01.103804,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:46:01.224761,0.15,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:01.275703,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:01.336739,0.146153846154,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:01.398159,0.142307692308,0.0,0.0,0.0,0.0,0.00508474576271
2021/06/10/18:46:01.448416,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:01.577906,0.142307692308,0.0,0.0,0.0,0.0,0.0
2021/06/10/18:46:01.633852,0.15,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:46:01.705115,0.15,0.0,0.0,0.0,0.0,-0.0254237288136
2021/06/10/18:46:01.803338,0.146153846154,0.0,0.0,0.0,0.0,-0.0152542372881
2021/06/10/18:46:01.928739,0.146153846154,0.0,0.0,0.0,0.0,-0.0254237288136
